Zeitpunkt des Exports,Messstellenname,ID,Messstellenart,Hoehensystem,Gelaendehoehe (in Meter HS),Filteroberkante (in Meter HS),Filterunterkante (in Meter HS),NW - Niedrigster gemessener Wasserstand [cm u. GOK],MW - Mittlerer Wasserstand [cm u. GOK],HW - Hoechster gemessener Wasserstand [cm u. GOK],NW - Niedrigster gemessener Wasserstand [m ue. NHN],MW - Mittlerer Wasserstand [m ue. NHN],HW - Hoechster gemessener Wasserstand [m ue. NHN],Bezugszeitraum Hauptwerte,MW Januar [cm uGOK],MW Februar [cm uGOK],MW Maerz [cm uGOK],MW April [cm uGOK],MW Mai [cm uGOK],MW Juni [cm uGOK],MW Juli [cm uGOK],MW August [cm uGOK],MW September [cm uGOK],MW Oktober [cm uGOK],MW November [cm uGOK],MW Dezember [cm uGOK],Grundwasserleiterkomplex,loc_id,loc_name,east_3857,north_3857,east_25833,north_25833,x,y,geometry
02.02.2026,"36412962, PrÃ¼tzke Ost UP",36412962,Beobachtungsrohr,NHN92,"34,7","-11,7","-13,7",402,355,287,"30,68","31,15","31,83",1977 / 2025,,,,,,,,,,,,,,13403,"36412962, Prützke Ost UP",1406663.8762417,6862694.9961156,338990.0,5802009.0,338990.0,5802009.0,POINT (4500616.859392509 3251608.2453474733)
02.02.2026,"36441897, Caputh, Sportpl. Michend. Ch., UF",36441897,Beobachtungsrohr,NHN92,38,28,26,391,317,230,"34,09","34,83","35,7",1998 / 2025,,,,,,,,,,,,,,13088,"36441897, Caputh, Sportpl. Michend. Ch., UF",1447833.6775075,6862858.39200871,364182.0,5801350.0,364182.0,5801350.0,POINT (4525795.037755015 3252684.386478183)
02.02.2026,"37394620, Ziesar, Galgenberg",37394620,Beobachtungsrohr,NHN92,"47,5","40,78","39,58",509,469,376,"42,41","42,81","43,74",2004 / 2025,,,,,,,,,,,,,,14995,"37394620, Ziesar, Galgenberg",1369906.12951839,6850089.6555443,316215.0,5795097.0,316215.0,5795097.0,POINT (4478373.579132128 3243144.396752595)
02.02.2026,"36441863, Wilhelmshorst, west. Hubertus-/ Forstweg, UP",36441863,Beobachtungsrohr,NHN92,"50,7","-50,1","-52,1",1569,1504,1446,"35,01","35,66","36,24",2008 / 2025,,,,,,,,,,,,,,14797,"36441863, Wilhelmshorst, west. Hubertus-/ Forstweg, UP",1452332.23109992,6860648.50638952,366898.0,5799926.0,366898.0,5799926.0,POINT (4528602.940448685 3251450.2094820314)
02.02.2026,"33470960, Bernau/Lindow",33470960,Beobachtungsrohr,NHN16,"66,1","63,5","60,5",230,143,11,"63,8","64,67","65,99",1968 / 2025,,,,,,,,,,,,,,11100,"33470960, Bernau/Lindow",1511651.1547228,6921197.10876321,403928.0,5835908.0,403928.0,5835908.0,POINT (4563062.601375135 3289909.9378319937)
02.02.2026,"44504216, Bahnsdorf",44504216,Beobachtungsrohr,NHN92,"111,9","57,9","54,9",2170,1943,1357,"90,2","92,47","98,33",1998 / 2025,,,,,,,,,,,,,,12000,"44504216, Bahnsdorf",1570913.63239575,6725368.73403599,438459.47,5715216.14,438459.47,5715216.14,POINT (4605818.932797947 3171810.39707564)
02.02.2026,"27370001, Berge",27370001,Beobachtungsrohr,NHN92,"56,9","49,9","47,9",481,365,199,"52,09","53,25","54,91",2001 / 2025,,,,,,,,,,,,,,15219,"27370001, Berge",1321895.44107195,7027703.55821735,291465.0,5903640.0,291465.0,5903640.0,POINT (4446160.251766134 3349710.8107747245)
02.02.2026,"29443681, Gransee MP1",29443681,Beobachtungsrohr,NHN92,"50,3","-19,3","-23,3",261,217,144,"47,69","48,13","48,86",2007 / 2025,,,,,,,,,,,,,,14769,"29443681, Gransee MP1",1462925.41075609,6984882.54797626,375323.0,5875019.0,375323.0,5875019.0,POINT (4531810.288769235 3326967.7099296334)
02.02.2026,"31429731, StÃ¶ffin, Sportplatz",31429731,Beobachtungsrohr,NHN92,"44,5","35,15","33,15",870,518,158,"35,8","39,32","42,92",1954 / 2025,,,,,,,,,,,,,,15163,"31429731, Stöffin, Sportplatz",1418657.93169077,6959796.6009766,348172.0,5860681.0,348172.0,5860681.0,POINT (4505717.796316933 3310783.991318801)
02.02.2026,"30438520, SchÃ¶nberg (Mark)",30438520,Beobachtungsrohr,NHN92,"45,4","34,4","32,4",208,155,72,"43,32","43,85","44,68",2014 / 2025,,,,,,,,,,,,,,15519,"30438520, Schönberg (Mark)",1444031.84506182,6970639.91458736,363695.0,5866758.0,363695.0,5866758.0,POINT (4520782.800737777 3317920.579554057)
02.02.2026,"36406301, KirchmÃ¶ser, Zolchberge, MP",36406301,Beobachtungsrohr,NHN92,"51,6","-38,9","-40,9",2282,2241,2177,"28,78","29,19","29,83",1988 / 2025,,,,,,,,,,,,,,11257,"36406301, Kirchmöser, Zolchberge, MP",1382875.91532475,6866356.3406527,324516.0,5804740.0,324516.0,5804740.0,POINT (4485989.319515452 3253336.638785082)
02.02.2026,"40448101, Welsickendorf",40448101,Beobachtungsrohr,NHN92,"94,7","67,7","65,7",1753,1618,1493,"77,17","78,52","79,77",1974 / 2025,,,,,,,,,,,,,,11069,"40448101, Welsickendorf",1462149.04986431,6784598.47464068,371707.0,5753122.0,371707.0,5753122.0,POINT (4536620.5629553655 3205071.95851806)
02.02.2026,"34512425, Platkow-Vogelsang",34512425,Beobachtungsrohr,NHN92,"14,6",,,383,321,220,"10,77","11,39","12,4",1982 / 2025,,,,,,,,,,,,,,8880,"34512425, Platkow-Vogelsang",1592693.15371493,6903577.94700463,453058.0,5824497.0,453058.0,5824497.0,POINT (4612871.369000841 3281902.464034003)
02.02.2026,"45496006, Ruhland",45496006,Beobachtungsrohr,NN,"97,54","94,06","92,06",235,180,100,"95,19","95,74","96,54",2007 / 2025,,,,,,,,,,,,,,10776,"45496006, Ruhland",1544174.73083679,6702933.53414872,421603.0,5701500.0,421603.0,5701500.0,POINT (4589937.412095105 3156965.033547758)
02.02.2026,"32512166, NeurÃ¼dnitz, KSP Nr. 76",32512166,Beobachtungsrohr,NHN92,"2,9",,,255,177,81,"0,35","1,13","2,09",1974 / 2025,,,,,,,,,,,,,,8561,"32512166, Neurüdnitz, KSP Nr. 76",1578198.08051086,6945812.5349089,444525.0,5850173.0,444525.0,5850173.0,POINT (4602580.736636077 3306945.189705746)
02.02.2026,"39451180, Luckenwalde, Feuerwache",39451180,Beobachtungsrohr,NHN92,"47,9",,,191,131,64,"45,99","46,59","47,26",1941 / 2025,,,,,,,,,,,,,,13566,"39451180, Luckenwalde, Feuerwache",1466229.54585823,6816314.63986351,374718.7,5772564.3,374718.7,5772564.3,POINT (4538289.74007655 3224681.83287729)
02.02.2026,"37431614, Reesdorf, gegenÃ¼ber Ausbau, OP",37431614,Beobachtungsrohr,NHN92,"41,9",31,29,318,262,197,"38,72","39,28","39,93",1975 / 2025,,,,,,,,,,,,,,13563,"37431614, Reesdorf, gegenüber Ausbau, OP",1439394.36623188,6842109.93442656,358656.0,5788816.0,358656.0,5788816.0,POINT (4521145.798361552 3239796.474292017)
02.02.2026,"35459954, Kleinmachnow, Stahnsdorfer Damm",35459954,Beobachtungsrohr,NHN92,"46,3","27,83","25,83",1632,1547,1474,"29,98","30,83","31,56",1976 / 2025,,,,,,,,,,,,,,13218,"35459954, Kleinmachnow, Stahnsdorfer Damm",1469253.52003871,6873666.02109638,377452.0,5807598.0,377452.0,5807598.0,POINT (4538603.336352631 3259832.7493033786)
02.02.2026,"28400223, Maulbeerwalde, Wasserwerk OP",28400223,Beobachtungsrohr,NHN92,"83,7","14,5","12,5",748,602,469,"76,22","77,68","79,01",1974 / 2025,,,,,,,,,,,,,,15319,"28400223, Maulbeerwalde, Wasserwerk OP",1374807.91347452,7014059.18003629,322872.0,5894194.0,322872.0,5894194.0,POINT (4478148.024614676 3342468.325244717)
02.02.2026,"41476552, Paserin",41476552,Beobachtungsrohr,NN,70,"48,27","46,27",226,179,97,"67,74","68,21","69,03",1970 / 2025,,,,,,,,,,,,,,13012,"41476552, Paserin",1516717.43685826,6776147.86411535,405322.0,5747161.0,405322.0,5747161.0,POINT (4570568.0073904395 3201427.5770374746)
02.02.2026,"30471179, GroÃ SchÃ¶nebeck,NE Suppenbruch",30471179,Beobachtungsrohr,NHN92,"63,1","51,19","49,69",635,544,432,"56,75","57,66","58,78",1984 / 2025,,,,,,,,,,,,,,13991,"30471179, Groß Schönebeck,NE Suppenbruch",1519388.56954443,6973512.54531709,409222.0,5867417.0,409222.0,5867417.0,POINT (4566160.743302013 3321722.585277213)
02.02.2026,"43476152, Werenzhain",43476152,Beobachtungsrohr,NHN92,"100,89","92,89","90,89",238,194,100,"98,51","98,95","99,89",2014 / 2025,,,,,,,,,,,,,,14836,"43476152, Werenzhain",1505001.71863388,6737973.99190205,397597.0,5723699.0,397597.0,5723699.0,POINT (4564467.818747928 3177480.410954917)
02.02.2026,"42536003, Forst-Funkturm",42536003,Beobachtungsrohr,NHN92,"74,4","68,9","66,9",337,276,165,"71,03","71,64","72,75",2001 / 2025,,,,,,,,,,,,,,12580,"42536003, Forst-Funkturm",1628491.21489511,6753759.06845781,474384.0,5732501.0,474384.0,5732501.0,POINT (4640479.43340701 3191526.518148879)
02.02.2026,"29370010, Uenze, nÃ¶rdl. d. Ortslage",29370010,Beobachtungsrohr,NHN92,31,3,1,170,84,-1,"29,3","30,16","31,01",1973 / 2025,,,,,,,,,,,,,,15437,"29370010, Uenze, nördl. d. Ortslage",1326924.9931926,6990267.30060551,293513.2,5881076.9,293513.2,5881076.9,POINT (4449774.902757054 3327347.7291714004)
02.02.2026,"39506108, Wittmannsdorf",39506108,Beobachtungsrohr,NHN92,"50,14","35,14","33,14",588,536,460,"44,26","44,78","45,54",2012 / 2025,,,,,,,,,,,,,,14890,"39506108, Wittmannsdorf",1565148.74737191,6813689.84122072,435575.0,5769792.0,435575.0,5769792.0,POINT (4599198.755738366 3226092.722822041)
02.02.2026,"32392351, GÃ¼lpe, nahe Feldscheune UP",32392351,Beobachtungsrohr,NHN92,"26,9","-15,8","-17,8",295,227,121,"23,95","24,63","25,69",1998 / 2025,,,,,,,,,,,,,,14488,"32392351, Gülpe, nahe Feldscheune UP",1362714.37765917,6931724.11568022,313706.0,5844906.0,313706.0,5844906.0,POINT (4472428.598976255 3292663.434658535)
02.02.2026,"33452454, Hennigsdorf, BlockbrÃ¼cke",33452454,Beobachtungsrohr,NHN92,"31,95","24,5",23,131,61,-13,"30,64","31,34","32,08",1972 / 2025,,,,,,,,,,,,,,14594,"33452454, Hennigsdorf, Blockbrücke",1465978.21294813,6916811.55612253,376116.0,5833876.0,376116.0,5833876.0,POINT (4535454.459794762 3285965.0920987143)
02.02.2026,"29438110, Rheinsberg, Rosenplan",29438110,Beobachtungsrohr,NHN92,"58,9","48,4","46,9",341,311,261,"55,49","55,79","56,29",1978 / 2025,,,,,,,,,,,,,,13943,"29438110, Rheinsberg, Rosenplan",1434727.30334939,7000522.35449787,358607.0,5884882.0,358607.0,5884882.0,POINT (4514446.9239937635 3335653.284085255)
02.02.2026,"35459953, Kleinmachnow, Stammbahn",35459953,Beobachtungsrohr,NHN92,"41,2",,,773,700,601,"33,47","34,2","35,19",1976 / 2025,,,,,,,,,,,,,,13879,"35459953, Kleinmachnow, Stammbahn",1472150.89192574,6876443.78677885,379264.0,5809247.0,379264.0,5809247.0,POINT (4540297.366225835 3261603.126981643)
02.02.2026,"43483632, Schacksdorf",43483632,FeuerlÃ¶schbrunnen,NN,"116,05",,,637,430,205,"109,68","111,75",114,1971 / 2025,,,,,,,,,,,,,,11164,"43483632, Schacksdorf",1532020.83249039,6731101.48697279,414314.18,5719125.34,414314.18,5719125.34,POINT (4581460.319329651 3174059.729936347)
02.02.2026,"31419708, Nackel, Rohrlacker Weg OP",31419708,Beobachtungsrohr,NHN92,"35,1","27,4","25,4",329,230,102,"31,81","32,8","34,08",1973 / 2025,,,,,,,,,,,,,,14484,"31419708, Nackel, Rohrlacker Weg OP",1400137.96402787,6951038.93114995,336799.0,5855762.0,336799.0,5855762.0,POINT (4494713.000236509 3305089.999451157)
02.02.2026,"36471402, Kiekebusch",36471402,Beobachtungsrohr,NHN92,"39,77","21,77","19,77",315,226,60,"36,62","37,51","39,17",1979 / 2025,,,,,,,,,,,,,,15481,"36471402, Kiekebusch",1507564.97987916,6861506.36890994,400713.0,5799653.0,400713.0,5799653.0,POINT (4562359.372600445 3253503.6632763883)
02.02.2026,"32445310, Hohenbruch, 450m Ã¶stl. Weg",32445310,Beobachtungsrohr,NHN92,"36,7",,,176,91,-14,"34,94","35,79","36,84",1957 / 2025,,,,,,,,,,,,,,14158,"32445310, Hohenbruch, 450m östl. Weg",1460795.63211808,6942203.31022455,373367.0,5849327.0,373367.0,5849327.0,POINT (4531641.74402193 3301194.4729797514)
02.02.2026,"26471099, Arendsee UP",26471099,Beobachtungsrohr,NHN92,86,"45,55","43,55",1451,1374,1263,"71,49","72,26","73,37",1999 / 2025,,,,,,,,,,,,,,10188,"26471099, Arendsee UP",1517003.22702408,7044755.51888299,408601.0,5910147.0,408601.0,5910147.0,POINT (4562568.606463935 3364324.7567721517)
02.02.2026,"37501769, Diensdorf-Radlow",37501769,FeuerlÃ¶schbrunnen,NHN92,"42,39",32,30,329,294,246,"39,1","39,45","39,93",1982 / 2025,,,,,,,,,,,,,,9458,"37501769, Diensdorf-Radlow",1564198.25192583,6842158.47410013,435218.0,5787251.2,435218.0,5787251.2,POINT (4597641.186598186 3243496.3258475238)
02.02.2026,"40441040, JÃ¼terbog SÃ¼dwest OP",40441040,Beobachtungsrohr,NHN92,"83,2",69,67,854,782,724,"74,66","75,38","75,96",1998 / 2025,,,,,,,,,,,,,,13798,"40441040, Jüterbog Südwest OP",1451910.4198049,6796329.90605876,365576.0,5760512.0,365576.0,5760512.0,POINT (4529996.38802581 3212026.3674598206)
02.02.2026,"31471813, SophienstÃ¤dt UP",31471813,Beobachtungsrohr,NHN16,"40,7","-13,97","-15,97",657,623,570,"34,13","34,47",35,1968 / 2025,,,,,,,,,,,,,,9959,"31471813, Sophienstädt UP",1512993.10588067,6947364.38407334,405053.0,5851723.0,405053.0,5851723.0,POINT (4563089.734854784 3305771.6654993054)
02.02.2026,"30453820, HÃ¤sen, Weg nach Klein Mutz",30453820,Beobachtungsrohr,NHN92,64,47,45,1183,1130,1039,"52,17","52,7","53,61",2015 / 2025,,,,,,,,,,,,,,15520,"30453820, Häsen, Weg nach Klein Mutz",1473494.97897067,6973952.82578916,381531.0,5868283.0,381531.0,5868283.0,POINT (4538472.053121307 3320674.781589464)
02.02.2026,"30438511, Lindow, Am Bahndamm",30438511,Beobachtungsrohr,NHN16,"40,5","36,5","34,5",181,106,24,"38,69","39,44","40,26",2004 / 2025,,,,,,,,,,,,,,14712,"30438511, Lindow, Am Bahndamm",1445219.13342496,6976917.84082489,364518.0,5870517.0,364518.0,5870517.0,POINT (4521342.84534545 3321728.3801158923)
02.02.2026,"28430021, Zeutenwiesen, sÃ¼dl. Nehmitzsee",28430021,Beobachtungsrohr,NHN92,"60,8",,,202,167,108,"58,78","59,13","59,72",1958 / 2025,,,,,,,,,,,,,,15344,"28430021, Zeutenwiesen, südl. Nehmitzsee",1446223.98942065,7003761.22536328,365576.0,5886626.0,365576.0,5886626.0,POINT (4521278.537304966 3337875.7694166093)
02.02.2026,"41476555, Wildau-Wentdorf UP",41476555,Beobachtungsrohr,NHN92,"85,3","39,7","35,7",1370,1307,1221,"71,6","72,23","73,09",1970 / 2025,,,,,,,,,,,,,,10981,"41476555, Wildau-Wentdorf UP",1508807.67670924,6780557.04406981,400484.0,5749975.0,400484.0,5749975.0,POINT (4565547.892928071 3203904.565974866)
02.02.2026,"30390001, SchÃ¶nhagen",30390001,Beobachtungsrohr,NHN92,"64,5","51,5","49,5",934,833,741,"55,16","56,17","57,09",1996 / 2025,,,,,,,,,,,,,,14658,"30390001, Schönhagen",1356378.75153202,6979036.97149527,310982.0,5873597.0,310982.0,5873597.0,POINT (4467720.174051082 3321096.9898319584)
02.02.2026,"45489022, Lauchhammer",45489022,Beobachtungsrohr,NHN16,"106,79",,,328,188,83,"103,51","104,91","105,96",1967 / 2025,,,,,,,,,,,,,,12070,"45489022, Lauchhammer",1534315.16462292,6709710.42753278,415520.0,5705815.0,415520.0,5705815.0,POINT (4583573.29023449 3160856.143235147)
02.02.2026,"29501405, Pinnow, UP",29501405,Beobachtungsrohr,NHN16,"44,5","12,73","10,73",1196,1081,938,"32,54","33,69","35,12",2002 / 2025,,,,,,,,,,,,,,8944,"29501405, Pinnow, UP",1567513.25103419,6992677.64171162,438415.0,5878483.0,438415.0,5878483.0,POINT (4594520.155386649 3334781.8841473507)
02.02.2026,"28440016, Revier Menz, Jagen 272",28440016,Beobachtungsrohr,NHN92,"81,9",,,2248,2208,2162,"59,42","59,82","60,28",1958 / 2025,,,,,,,,,,,,,,14386,"28440016, Revier Menz, Jagen 272",1449743.40031308,7006487.64458293,367737.0,5888202.0,367737.0,5888202.0,POINT (4523324.924203743 3339597.904574623)
02.02.2026,"30509090, Stolpe-OP",30509090,Beobachtungsrohr,NHN92,"1,3","-2,02","-4,02",143,89,-38,"-0,13","0,41","1,68",1971 / 2025,,,,,,,,,,,,,,10157,"30509090, Stolpe-OP",1571239.6377035,6978567.42007392,440554.0,5869972.0,440554.0,5869972.0,POINT (4597245.476546787 3326434.237987412)
02.02.2026,"44526005, Spremberg",44526005,Beobachtungsrohr,NHN92,"95,6","91,3","89,3",98,55,-15,"94,62","95,05","95,75",1985 / 2025,,,,,,,,,,,,,,10927,"44526005, Spremberg",1601011.86267563,6723095.69721748,457180.0,5713612.0,457180.0,5713612.0,POINT (4624607.198826129 3171490.5856885673)
02.02.2026,"33402090, Rathenow, Bammer LandsstraÃe",33402090,Beobachtungsrohr,NHN92,"29,5","23,5","21,5",330,254,164,"26,2","26,96","27,86",1958 / 2025,,,,,,,,,,,,,,15416,"33402090, Rathenow, Bammer Landsstraße",1375497.79496347,6909929.47632716,320975.0,5831410.0,320975.0,5831410.0,POINT (4480614.254422117 3279701.117007536)
02.02.2026,"33522347, Sophienthal-Eichenhof",33522347,Beobachtungsrohr,NHN92,"9,21","-0,3","-2,3",208,153,21,"7,13","7,68",9,1986 / 2025,,,,,,,,,,,,,,9216,"33522347, Sophienthal-Eichenhof",1609653.20022595,6916541.97125706,463443.0,5832276.0,463443.0,5832276.0,POINT (4622695.15076923 3290382.268323212)
02.02.2026,"33465506, Schildow UP",33465506,Beobachtungsrohr,NHN92,"40,5","-39,8","-43,8",501,423,349,"35,49","36,27","37,01",1974 / 2025,,,,,,,,,,,,,,14277,"33465506, Schildow UP",1489396.01213883,6916669.45209977,390347.0,5833449.0,390347.0,5833449.0,POINT (4549682.509584419 3286519.8879982927)
02.02.2026,"43486000, Finsterwalde",43486000,Beobachtungsrohr,NHN92,"107,47","100,47","98,47",381,297,191,"103,66","104,5","105,56",1988 / 2025,,,,,,,,,,,,,,15450,"43486000, Finsterwalde",1526483.68475584,6734805.61722768,410910.99999798,5721482.00067849,410910.99999798,5721482.00067849,POINT (4577903.555208735 3176179.0905033443)
02.02.2026,"38535103, Schierenberg, Forst OP",38535103,Beobachtungsrohr,NHN16,86,"63,49","59,49",258,205,175,"83,42","83,95","84,25",1999 / 2025,,,,,,,,,,,,,,9171,"38535103, Schierenberg, Forst OP",1620695.18175059,6829378.5024806,469831.0,5779092.0,469831.0,5779092.0,POINT (4632737.719693082 3237728.0055576395)
02.02.2026,"39400001, JeserigerhÃ¼tten",39400001,Beobachtungsrohr,NHN92,144,99,97,4204,4112,4004,"101,96","102,88","103,96",1999 / 2025,,,,,,,,,,,,,,12374,"39400001, Jeserigerhütten",1386066.12188723,6813275.31957258,325324.0,5772186.0,325324.0,5772186.0,POINT (4489037.466797598 3220911.9739708113)
02.02.2026,"36475124, SchÃ¶nefeld",36475124,Beobachtungsrohr,NHN92,"47,11","21,5","19,5",1063,1004,913,"36,48","37,07","37,98",1999 / 2025,,,,,,,,,,,,,,10366,"36475124, Schönefeld",1502619.30252839,6871113.52092496,397807.986,5805576.113,397807.986,5805576.113,POINT (4559052.394092313 3259215.534845642)
02.02.2026,"35442203, Potsdam, Charlottenstr. 46",35442203,Beobachtungsrohr,NHN92,"31,9","29,5","28,5",252,188,129,"29,38","30,02","30,61",1967 / 2025,,,,,,,,,,,,,,13383,"35442203, Potsdam, Charlottenstr. 46",1453814.31594644,6872743.75137159,368003.0,5807280.0,368003.0,5807280.0,POINT (4529198.068431597 3258865.0484813694)
02.02.2026,"29391202, BrÃ¼senhagen OP",29391202,Beobachtungsrohr,NHN92,"54,6","48,3","46,3",534,468,396,"49,26","49,92","50,64",1971 / 2025,,,,,,,,,,,,,,15442,"29391202, Brüsenhagen OP",1370395.49224378,6990668.52526919,319696.0,5880264.0,319696.0,5880264.0,POINT (4475949.285393132 3328351.516051325)
02.02.2026,"28440029, Revier SteinfÃ¶rde, Westufer Peetschsee ",28440029,Beobachtungsrohr,NHN92,"64,8",,,628,545,447,"58,52","59,35","60,33",1959 / 2025,,,,,,,,,,,,,,14681,"28440029, Revier Steinförde, Westufer Peetschsee ",1453903.66488555,7013982.47286941,370359.0,5892625.0,370359.0,5892625.0,POINT (4525633.08845629 3344192.8321920508)
02.02.2026,"34481534, BruchmÃ¼hle OP",34481534,Beobachtungsrohr,NHN92,"58,27","41,3","39,3",434,316,169,"53,93","55,11","56,58",1979 / 2025,,,,,,,,,,,,,,11911,"34481534, Bruchmühle OP",1532984.90680777,6901098.35285708,416680.0,5823475.0,416680.0,5823475.0,POINT (4576645.743364814 3278378.9706106735)
02.02.2026,"44526002, Spremberg",44526002,Beobachtungsrohr,NN,"123,16","120,35","116,35",381,302,186,"119,35","120,14","121,3",1982 / 2025,,,,,,,,,,,,,,11371,"44526002, Spremberg",1598742.12513778,6722072.49447863,455761.42,5712988.75,455761.42,5712988.75,POINT (4623234.423351727 3170771.269696578)
02.02.2026,"30410800, Katerbow, Weg nach Walsleben",30410800,Beobachtungsrohr,NHN16,"52,8","35,3","33,3",384,341,272,"48,96","49,39","50,08",2017 / 2025,,,,,,,,,,,,,,15902,"30410800, Katerbow, Weg nach Walsleben",1408102.76160043,6978419.322424,342159.0,5872102.0,342159.0,5872102.0,POINT (4498925.884989895 3321763.614753496)
02.02.2026,"29410630, Fretzdorf, 700 m nÃ¶rdlich",29410630,Beobachtungsrohr,NHN92,56,"45,4","43,4",281,244,197,"53,19","53,56","54,03",1999 / 2025,,,,,,,,,,,,,,13946,"29410630, Fretzdorf, 700 m nördlich",1396987.04423062,6996937.79053806,335836.0,5883454.0,335836.0,5883454.0,POINT (4491828.610086518 3332651.987465814)
02.02.2026,"37441882, Tremsdorf, Saarmund Rohrwiesen",37441882,Beobachtungsrohr,NHN92,"35,9","30,3","28,3",255,189,99,"33,35","34,01","34,91",1971 / 2025,,,,,,,,,,,,,,13864,"37441882, Tremsdorf, Saarmund Rohrwiesen",1461097.3937794,6851897.77122397,372124.0,5794439.0,372124.0,5794439.0,POINT (4534195.124638416 3246333.93876046)
02.02.2026,"33427116, Berge-Lietzow",33427116,Beobachtungsrohr,NHN16,"42,6","26,1","24,6",1218,1091,925,"30,42","31,69","33,35",1975 / 2025,,,,,,,,,,,,,,13676,"33427116, Berge-Lietzow",1426566.38166261,6912559.39746678,352085.0,5831965.0,352085.0,5831965.0,POINT (4511611.439930767 3282401.082264786)
02.02.2026,"36432280, Geltow, Am Pappeltor, OP",36432280,Beobachtungsrohr,NHN92,"34,7","-1,1","-3,1",577,528,447,"28,93","29,42","30,23",2008 / 2025,,,,,,,,,,,,,,14771,"36432280, Geltow, Am Pappeltor, OP",1443356.73161061,6866540.56375393,361506.0,5803673.0,361506.0,5803673.0,POINT (4522965.027929829 3254818.3892610827)
02.02.2026,"32455003, Borgsdorf-Pinnow UP",32455003,Beobachtungsrohr,NHN92,"34,2","9,2","7,2",318,269,192,"31,02","31,51","32,28",1978 / 2025,,,,,,,,,,,,,,14692,"32455003, Borgsdorf-Pinnow UP",1474549.57845407,6927692.77084182,381486.0,5840339.0,381486.0,5840339.0,POINT (4540364.794973592 3292785.120352178)
02.02.2026,"31500622, Hohensaaten",31500622,FeuerlÃ¶schbrunnen,NHN92,"4,3",,,310,272,200,"1,2","1,58","2,3",1954 / 2025,,,,,,,,,,,,,,9610,"31500622, Hohensaaten",1574368.20860876,6960061.28904264,442308.0,5858801.0,442308.0,5858801.0,POINT (4599770.636166565 3315404.7126959823)
02.02.2026,"38535104, Schierenberg, Forst MP",38535104,Beobachtungsrohr,NHN16,"86,1","-27,05","-31,05",579,552,500,"80,31","80,58","81,1",1999 / 2025,,,,,,,,,,,,,,9172,"38535104, Schierenberg, Forst MP",1620693.57418499,6829375.229603,469830.0,5779090.0,469830.0,5779090.0,POINT (4632736.859592819 3237725.940270472)
02.02.2026,"36451342, Ludwigsfelde, verl. d. Fichtestr., MP",36451342,Beobachtungsrohr,NHN16,"45,1","-18,5","-20,5",920,810,688,"35,9",37,"38,22",1971 / 2025,,,,,,,,,,,,,,12963,"36451342, Ludwigsfelde, verl. d. Fichtestr., MP",1476519.07696484,6855532.04484826,381626.0,5796424.0,381626.0,5796424.0,POINT (4543538.463331762 3248968.389730909)
02.02.2026,"28501108, Wendemark",28501108,Beobachtungsrohr,NHN92,"14,1",,,653,580,527,"7,57","8,3","8,83",1986 / 2025,,,,,,,,,,,,,,10116,"28501108, Wendemark",1569105.08190616,7013872.93656005,439534.0,5891185.0,439534.0,5891185.0,POINT (4594753.632795203 3347537.297367625)
02.02.2026,"31510212, ZÃ¤ckericker Loose, Neubohrung, KSP Nr. 22",31510212,Beobachtungsrohr,NHN16,"3,1",-4,-6,74,3,-77,"2,36","3,07","3,87",1929 / 2025,,,,,,,,,,,,,,9034,"31510212, Zäckericker Loose, Neubohrung, KSP Nr. 22",1582791.48358192,6948251.03382264,447323.0,5851615.0,447323.0,5851615.0,POINT (4605272.557838288 3308577.314881924)
02.02.2026,"34402015, Bamme SÃ¼dwest",34402015,Beobachtungsrohr,NHN92,"29,2","21,7","19,7",180,121,30,"27,4","27,99","28,9",1976 / 2025,,,,,,,,,,,,,,14707,"34402015, Bamme Südwest",1381662.17527675,6905467.40203299,324627.0,5828566.0,324627.0,5828566.0,POINT (4484454.109992551 3277115.679273341)
02.02.2026,"28440027, Revier SchÃ¶nhorn, Jagen 212",28440027,Beobachtungsrohr,NHN92,"80,5",,,2139,2100,2056,"59,11","59,5","59,94",1959 / 2025,,,,,,,,,,,,,,14459,"28440027, Revier Schönhorn, Jagen 212",1449353.57824203,7014164.74410589,367630.0,5892809.0,367630.0,5892809.0,POINT (4522897.51367307 3344187.5321969143)
02.02.2026,"32449203, Kremmen, Klein Asien",32449203,Beobachtungsrohr,NHN92,"36,5","29,5","27,5",266,181,115,"33,84","34,69","35,35",1973 / 2025,,,,,,,,,,,,,,13423,"32449203, Kremmen, Klein Asien",1450562.98719022,6943863.5990163,367195.06,5850496.08,367195.06,5850496.08,POINT (4525402.977694707 3301935.0951634985)
02.02.2026,"32439510, Linum-Kuhhorst ",32439510,Beobachtungsrohr,NHN92,"31,1","23,1","21,1",234,151,45,"28,76","29,59","30,65",2017 / 2025,,,,,,,,,,,,,,15905,"32439510, Linum-Kuhhorst ",1431483.7903845,6933323.93968283,355449.0,5844454.0,355449.0,5844454.0,POINT (4514102.895801281 3295095.1455018637)
02.02.2026,"33491520, Gielsdorf OP",33491520,Beobachtungsrohr,NHN92,"82,6","76,31","74,31",566,480,384,"76,94","77,8","78,76",1986 / 2025,,,,,,,,,,,,,,11678,"33491520, Gielsdorf OP",1544432.75981256,6909553.4405225,423732.0,5828495.0,423732.0,5828495.0,POINT (4583334.845790392 3283875.058957688)
