well_id,source,cluster_id,orig_clust
41469014,Brandenburg,6,2.0
41470010,Brandenburg,6,2.0
41476552,Brandenburg,6,2.0
41480389,Brandenburg,6,2.0
41486086,Brandenburg,6,2.0
41486087,Brandenburg,6,2.0
41486604,Brandenburg,6,2.0
41486609,Brandenburg,6,2.0
41486615,Brandenburg,6,2.0
41486616,Brandenburg,6,2.0
41495000,Brandenburg,6,2.0
41496009,Brandenburg,6,2.0
41496010,Brandenburg,6,2.0
41496016,Brandenburg,6,2.0
41500710,Brandenburg,6,2.0
41500768,Brandenburg,6,2.0
41506047,Brandenburg,6,2.0
41506048,Brandenburg,6,2.0
42476015,Brandenburg,6,2.0
42476038,Brandenburg,6,2.0
42486014,Brandenburg,6,2.0
42496911,Brandenburg,6,2.0
42496912,Brandenburg,6,2.0
42496913,Brandenburg,6,2.0
42496915,Brandenburg,6,2.0
42500025,Brandenburg,6,2.0
42500081,Brandenburg,6,2.0
42505002,Brandenburg,6,2.0
42505003,Brandenburg,6,2.0
29400562,Brandenburg,7,2.0
30380005,Brandenburg,7,2.0
30390003,Brandenburg,7,2.0
30390004,Brandenburg,7,2.0
30390010,Brandenburg,7,2.0
30400558,Brandenburg,7,2.0
30400566,Brandenburg,7,2.0
30400574,Brandenburg,7,2.0
30400580,Brandenburg,7,2.0
30400670,Brandenburg,7,2.0
30401381,Brandenburg,7,2.0
30401382,Brandenburg,7,2.0
30401383,Brandenburg,7,2.0
30410630,Brandenburg,7,2.0
30410700,Brandenburg,7,2.0
30410900,Brandenburg,7,2.0
31391523,Brandenburg,7,2.0
31391541,Brandenburg,7,2.0
31391622,Brandenburg,7,2.0
31391801,Brandenburg,7,2.0
31400785,Brandenburg,7,2.0
31400830,Brandenburg,7,2.0
31401603,Brandenburg,7,2.0
31401621,Brandenburg,7,2.0
31409918,Brandenburg,7,2.0
31410787,Brandenburg,7,2.0
31410788,Brandenburg,7,2.0
31419708,Brandenburg,7,2.0
31419709,Brandenburg,7,2.0
31419861,Brandenburg,7,2.0
32392310,Brandenburg,7,2.0
32392350,Brandenburg,7,2.0
32392351,Brandenburg,7,2.0
32399974,Brandenburg,7,2.0
32399982,Brandenburg,7,2.0
32409915,Brandenburg,7,2.0
32409932,Brandenburg,7,2.0
32409933,Brandenburg,7,2.0
32417780,Brandenburg,7,2.0
32419812,Brandenburg,7,2.0
32419819,Brandenburg,7,2.0
32419820,Brandenburg,7,2.0
32419840,Brandenburg,7,2.0
32419851,Brandenburg,7,2.0
32419870,Brandenburg,7,2.0
32419879,Brandenburg,7,2.0
32419880,Brandenburg,7,2.0
32419938,Brandenburg,7,2.0
33392100,Brandenburg,7,2.0
33392108,Brandenburg,7,2.0
33392110,Brandenburg,7,2.0
33392320,Brandenburg,7,2.0
33402090,Brandenburg,7,2.0
33402098,Brandenburg,7,2.0
33407900,Brandenburg,7,2.0
33407910,Brandenburg,7,2.0
33407911,Brandenburg,7,2.0
33407981,Brandenburg,7,2.0
33417575,Brandenburg,7,2.0
33419914,Brandenburg,7,2.0
33419915,Brandenburg,7,2.0
33419916,Brandenburg,7,2.0
27440150,Brandenburg,8,2.0
27442189,Brandenburg,8,2.0
27460405,Brandenburg,8,2.0
27462311,Brandenburg,8,2.0
28430012,Brandenburg,8,2.0
28430013,Brandenburg,8,2.0
28438120,Brandenburg,8,2.0
28438121,Brandenburg,8,2.0
28440001,Brandenburg,8,2.0
28440006,Brandenburg,8,2.0
28440007,Brandenburg,8,2.0
28440010,Brandenburg,8,2.0
28440015,Brandenburg,8,2.0
28440029,Brandenburg,8,2.0
28440040,Brandenburg,8,2.0
28441301,Brandenburg,8,2.0
28441303,Brandenburg,8,2.0
28441310,Brandenburg,8,2.0
28452408,Brandenburg,8,2.0
28453495,Brandenburg,8,2.0
28463233,Brandenburg,8,2.0
28463234,Brandenburg,8,2.0
28463245,Brandenburg,8,2.0
28470002,Brandenburg,8,2.0
28473104,Brandenburg,8,2.0
28473110,Brandenburg,8,2.0
28473124,Brandenburg,8,2.0
28473126,Brandenburg,8,2.0
28473135,Brandenburg,8,2.0
28473140,Brandenburg,8,2.0
28473141,Brandenburg,8,2.0
29443515,Brandenburg,8,2.0
29453525,Brandenburg,8,2.0
29453530,Brandenburg,8,2.0
29453660,Brandenburg,8,2.0
29453690,Brandenburg,8,2.0
29463220,Brandenburg,8,2.0
29463383,Brandenburg,8,2.0
29463384,Brandenburg,8,2.0
29463385,Brandenburg,8,2.0
29463890,Brandenburg,8,2.0
29463891,Brandenburg,8,2.0
29463892,Brandenburg,8,2.0
29470010,Brandenburg,8,2.0
29470030,Brandenburg,8,2.0
29481337,Brandenburg,8,2.0
30453790,Brandenburg,8,2.0
28430020,Brandenburg,9,2.0
28438060,Brandenburg,9,2.0
28438100,Brandenburg,9,2.0
28438101,Brandenburg,9,2.0
28438109,Brandenburg,9,2.0
29410640,Brandenburg,9,2.0
29410650,Brandenburg,9,2.0
29438110,Brandenburg,9,2.0
29438430,Brandenburg,9,2.0
29438509,Brandenburg,9,2.0
29443540,Brandenburg,9,2.0
29443680,Brandenburg,9,2.0
29443681,Brandenburg,9,2.0
29443682,Brandenburg,9,2.0
29443683,Brandenburg,9,2.0
30429033,Brandenburg,9,2.0
30429065,Brandenburg,9,2.0
30429066,Brandenburg,9,2.0
30429666,Brandenburg,9,2.0
30429750,Brandenburg,9,2.0
30438402,Brandenburg,9,2.0
30438404,Brandenburg,9,2.0
30438511,Brandenburg,9,2.0
30438520,Brandenburg,9,2.0
30448500,Brandenburg,9,2.0
30448611,Brandenburg,9,2.0
30448615,Brandenburg,9,2.0
31419710,Brandenburg,9,2.0
31419712,Brandenburg,9,2.0
31429400,Brandenburg,9,2.0
31429402,Brandenburg,9,2.0
31429506,Brandenburg,9,2.0
31429507,Brandenburg,9,2.0
31429740,Brandenburg,9,2.0
31429757,Brandenburg,9,2.0
31439116,Brandenburg,9,2.0
31439300,Brandenburg,9,2.0
31439400,Brandenburg,9,2.0
31445100,Brandenburg,9,2.0
31445101,Brandenburg,9,2.0
31445102,Brandenburg,9,2.0
31445103,Brandenburg,9,2.0
31445104,Brandenburg,9,2.0
31445115,Brandenburg,9,2.0
31449104,Brandenburg,9,2.0
31449105,Brandenburg,9,2.0
31449107,Brandenburg,9,2.0
31449108,Brandenburg,9,2.0
31449109,Brandenburg,9,2.0
31449210,Brandenburg,9,2.0
31449211,Brandenburg,9,2.0
31449212,Brandenburg,9,2.0
31449220,Brandenburg,9,2.0
32429403,Brandenburg,9,2.0
32429404,Brandenburg,9,2.0
32429600,Brandenburg,9,2.0
32429805,Brandenburg,9,2.0
32439500,Brandenburg,9,2.0
32439502,Brandenburg,9,2.0
32439510,Brandenburg,9,2.0
32445310,Brandenburg,9,2.0
32449202,Brandenburg,9,2.0
32449205,Brandenburg,9,2.0
32449206,Brandenburg,9,2.0
32449209,Brandenburg,9,2.0
32449210,Brandenburg,9,2.0
32449221,Brandenburg,9,2.0
32449255,Brandenburg,9,2.0
33427290,Brandenburg,9,2.0
33427350,Brandenburg,9,2.0
33427351,Brandenburg,9,2.0
42456013,Brandenburg,10,2.0
42456031,Brandenburg,10,2.0
42466030,Brandenburg,10,2.0
42473638,Brandenburg,10,2.0
42473661,Brandenburg,10,2.0
